item,date,category,qty,member_base_unit,actual_qty_in_base_unit
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-13,Espresso Drinks,9.0,Eaches,0.06337
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-14,Espresso Drinks,5.0,Eaches,0.03334
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-15,Espresso Drinks,9.0,Eaches,0.06488
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-16,Espresso Drinks,12.0,Eaches,0.08171
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-17,Espresso Drinks,7.0,Eaches,0.04997
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-18,Espresso Drinks,14.0,Eaches,0.09835
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-19,Espresso Drinks,14.0,Eaches,0.09182
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-20,Espresso Drinks,10.0,Eaches,0.06674
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-21,Espresso Drinks,11.0,Eaches,0.07175
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-22,Espresso Drinks,11.0,Eaches,0.06844
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-23,Espresso Drinks,10.0,Eaches,0.07001
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-24,Espresso Drinks,7.0,Eaches,0.04831
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-25,Espresso Drinks,15.0,Eaches,0.09867000000000001
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-26,Espresso Drinks,9.0,Eaches,0.06017
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-27,Espresso Drinks,5.0,Eaches,0.03501
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-28,Espresso Drinks,10.0,Eaches,0.07005
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-29,Espresso Drinks,9.0,Eaches,0.06168
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-30,Espresso Drinks,10.0,Eaches,0.06848
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-10-31,Espresso Drinks,11.0,Eaches,1.07331
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-01,Espresso Drinks,14.0,Eaches,0.09524
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-02,Espresso Drinks,12.0,Eaches,0.08185
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-03,Espresso Drinks,7.0,Eaches,0.04344
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-04,Espresso Drinks,12.0,Eaches,0.08821
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-05,Espresso Drinks,9.0,Eaches,0.06331
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-06,Espresso Drinks,12.0,Eaches,0.08507
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-07,Espresso Drinks,10.0,Eaches,1.06341
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-08,Espresso Drinks,19.0,Eaches,0.12855
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-09,Espresso Drinks,10.0,Eaches,1.06491
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-10,Espresso Drinks,7.0,Eaches,0.05
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-11,Espresso Drinks,13.0,Eaches,1.08024
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-12,Espresso Drinks,12.0,Eaches,0.08994
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-13,Espresso Drinks,4.0,Eaches,0.03157
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-14,Espresso Drinks,8.0,Eaches,0.053470000000000004
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-15,Espresso Drinks,20.0,Eaches,0.13697
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-16,Espresso Drinks,8.0,Eaches,0.056709999999999997
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-17,Espresso Drinks,9.0,Eaches,0.06347
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-18,Espresso Drinks,10.0,Eaches,0.07491
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-19,Espresso Drinks,11.0,Eaches,0.07654
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-20,Espresso Drinks,8.0,Eaches,0.053349999999999995
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-21,Espresso Drinks,12.0,Eaches,0.08501
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-22,Espresso Drinks,11.0,Eaches,0.07847
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-23,Espresso Drinks,10.0,Eaches,0.07004
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-24,Espresso Drinks,8.0,Eaches,0.05341
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-25,Espresso Drinks,8.0,Eaches,0.05351
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-26,Espresso Drinks,6.0,Eaches,0.04177
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-27,Espresso Drinks,5.0,Eaches,0.03344
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-28,Espresso Drinks,2.0,Eaches,0.01337
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-29,Espresso Drinks,8.0,Eaches,0.05498
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-11-30,Espresso Drinks,13.0,Eaches,0.09184
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-01,Espresso Drinks,10.0,Eaches,0.07007000000000001
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-02,Espresso Drinks,4.0,Eaches,1.02004
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-03,Espresso Drinks,8.0,Eaches,0.05834
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-04,Espresso Drinks,9.0,Eaches,0.06328
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-05,Espresso Drinks,9.0,Eaches,0.06017
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-06,Espresso Drinks,9.0,Eaches,1.05174
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-07,Espresso Drinks,12.0,Eaches,0.08514
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-08,Espresso Drinks,11.0,Eaches,0.08004
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-09,Espresso Drinks,13.0,Eaches,0.08691
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-10,Espresso Drinks,14.0,Eaches,0.09514
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-11,Espresso Drinks,9.0,Eaches,0.05998
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-12,Espresso Drinks,5.0,Eaches,0.03334
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-13,Espresso Drinks,9.0,Eaches,0.05847
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-14,Espresso Drinks,5.0,Eaches,0.03507
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-15,Espresso Drinks,5.0,Eaches,0.03347
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-16,Espresso Drinks,6.0,Eaches,0.04004
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-17,Espresso Drinks,8.0,Eaches,0.05834
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-18,Espresso Drinks,9.0,Eaches,0.06667000000000001
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-19,Espresso Drinks,8.0,Eaches,0.05494
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-20,Espresso Drinks,9.0,Eaches,1.05994
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-21,Espresso Drinks,7.0,Eaches,0.04664
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-22,Espresso Drinks,5.0,Eaches,0.03337
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-23,Espresso Drinks,1.0,Eaches,0.005
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-24,,0.0,,0.0
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-25,,0.0,,0.0
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-26,,0.0,,0.0
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-27,Espresso Drinks,4.0,Eaches,0.025
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-28,Espresso Drinks,5.0,Eaches,0.0351
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-29,Espresso Drinks,10.0,Eaches,0.07174
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-30,Espresso Drinks,7.0,Eaches,0.05167
Simple Syrups - Chai - 1L Bottle - Case of 6,2025-12-31,Espresso Drinks,4.0,Eaches,0.03157
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-01,Espresso Drinks,11.0,Eaches,0.0736
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-02,Espresso Drinks,6.0,Eaches,0.04497
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-03,Espresso Drinks,8.0,Eaches,0.05177
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-04,Espresso Drinks,6.0,Eaches,0.04337
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-05,Espresso Drinks,9.0,Eaches,0.06331
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-06,Espresso Drinks,4.0,Eaches,0.025009999999999998
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-07,Espresso Drinks,9.0,Eaches,0.06337
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-08,Espresso Drinks,9.0,Eaches,0.06491
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-09,Espresso Drinks,11.0,Eaches,0.07354
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-10,Espresso Drinks,10.0,Eaches,0.07334
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-11,Espresso Drinks,7.0,Eaches,0.04497
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-12,Espresso Drinks,6.0,Eaches,0.04171
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-13,Espresso Drinks,10.0,Eaches,0.07164
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-14,Espresso Drinks,6.0,Eaches,0.04167
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-15,Espresso Drinks,5.0,Eaches,0.035070000000000004
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-16,Espresso Drinks,10.0,Eaches,0.07324
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-17,Espresso Drinks,11.0,Eaches,1.06354
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-18,Espresso Drinks,9.0,Eaches,1.0518
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-19,Espresso Drinks,3.0,Eaches,0.02007
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-20,Espresso Drinks,12.0,Eaches,0.09317
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-21,Espresso Drinks,8.0,Eaches,0.05668
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-22,Espresso Drinks,10.0,Eaches,0.07647000000000001
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-23,Espresso Drinks,8.0,Eaches,0.05171
Simple Syrups - Chai - 1L Bottle - Case of 6,2026-01-24,Espresso Drinks,9.0,Eaches,0.0635
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-01,Other Beverages,10.0,Eaches,0.066769
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-02,Other Beverages,15.0,Eaches,0.100137
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-03,Other Beverages,15.0,Eaches,0.100269
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-04,Other Beverages,16.0,Eaches,0.107035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-05,Other Beverages,22.0,Eaches,0.146938
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-06,Other Beverages,20.0,Eaches,0.133637
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-07,Other Beverages,18.0,Eaches,0.120171
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-08,Other Beverages,17.0,Eaches,0.11357
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-09,Other Beverages,21.0,Eaches,0.140271
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-10,Other Beverages,12.0,Eaches,0.080136
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-11,Other Beverages,13.0,Eaches,0.086836
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-12,Other Beverages,14.0,Eaches,0.09353600000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-13,Other Beverages,16.0,Eaches,0.105103
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-14,Other Beverages,7.0,Eaches,0.046702
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-15,Other Beverages,11.0,Eaches,0.076735
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-16,Other Beverages,14.0,Eaches,0.093436
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-17,Other Beverages,16.0,Eaches,0.110004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-18,Other Beverages,16.0,Eaches,0.10513700000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-19,Other Beverages,34.0,Eaches,0.215173
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-20,Other Beverages,34.0,Eaches,0.226708
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-21,Other Beverages,17.0,Eaches,0.111671
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-22,Other Beverages,13.0,Eaches,0.08840300000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-23,Other Beverages,9.0,Eaches,0.060069000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-24,Other Beverages,6.0,Eaches,0.040035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-25,Other Beverages,21.0,Eaches,0.133504
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-26,Other Beverages,15.0,Eaches,0.096736
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-27,Other Beverages,6.0,Eaches,0.038335
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-28,Other Beverages,10.0,Eaches,0.066636
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-29,Other Beverages,10.0,Eaches,0.066802
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-30,Other Beverages,6.0,Eaches,0.040035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-01-31,Other Beverages,11.0,Eaches,0.073436
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-01,Other Beverages,13.0,Eaches,0.085135
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-02,Other Beverages,17.0,Eaches,0.11187
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-03,Other Beverages,6.0,Eaches,0.041635
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-04,Other Beverages,12.0,Eaches,0.08007
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-05,Other Beverages,5.0,Eaches,0.033368
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-06,Other Beverages,8.0,Eaches,0.051702
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-07,Other Beverages,9.0,Eaches,0.058369000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-08,Other Beverages,14.0,Eaches,0.08840300000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-09,Other Beverages,11.0,Eaches,0.07497000000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-10,Espresso Drinks,5.0,Eaches,0.033335000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-11,Other Beverages,11.0,Eaches,0.073502
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-12,Other Beverages,9.0,Eaches,0.060101
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-13,Other Beverages,17.0,Eaches,0.11500400000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-14,Other Beverages,11.0,Eaches,0.07337
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-15,Other Beverages,20.0,Eaches,0.128372
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-16,Other Beverages,14.0,Eaches,0.09177
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-17,Other Beverages,13.0,Eaches,0.08690200000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-18,Other Beverages,11.0,Eaches,0.073369
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-19,Other Beverages,20.0,Eaches,0.131737
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-20,Other Beverages,12.0,Eaches,0.078336
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-21,Other Beverages,5.0,Eaches,0.031734
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-22,Other Beverages,22.0,Eaches,0.145172
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-23,Other Beverages,11.0,Eaches,0.073436
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-24,Other Beverages,5.0,Eaches,0.030001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-25,Espresso Drinks,9.0,Eaches,0.060003
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-26,Espresso Drinks,8.0,Eaches,0.053336
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-27,Other Beverages,8.0,Eaches,0.055002
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-02-28,Other Beverages,8.0,Eaches,0.051635
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-01,Blended Drinks,3.0,Eaches,0.020001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-02,Other Beverages,17.0,Eaches,0.106737
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-03,Espresso Drinks,3.0,Eaches,0.020001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-04,Other Beverages,10.0,Eaches,0.068303
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-05,Other Beverages,6.0,Eaches,0.041668000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-06,Other Beverages,10.0,Eaches,0.068335
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-07,Other Beverages,5.0,Eaches,0.033368
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-08,Other Beverages,14.0,Eaches,0.085036
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-09,Other Beverages,8.0,Eaches,0.053468
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-10,Other Beverages,9.0,Eaches,0.058402
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-11,Other Beverages,7.0,Eaches,0.045035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-12,Other Beverages,6.0,Eaches,0.040068
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-13,Other Beverages,9.0,Eaches,0.060102
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-14,Other Beverages,13.0,Eaches,0.078402
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-15,Other Beverages,16.0,Eaches,0.10513700000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-16,Other Beverages,8.0,Eaches,0.055002
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-17,Other Beverages,5.0,Eaches,0.033368
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-18,Other Beverages,9.0,Eaches,0.063302
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-19,Other Beverages,12.0,Eaches,0.07670300000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-20,Other Beverages,7.0,Eaches,0.043368000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-21,Other Beverages,12.0,Eaches,0.081703
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-22,Other Beverages,10.0,Eaches,0.065135
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-23,Other Beverages,11.0,Eaches,0.068402
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-24,Other Beverages,15.0,Eaches,0.098469
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-25,Espresso Drinks,12.0,Eaches,0.080004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-26,Other Beverages,6.0,Eaches,0.038368
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-27,Other Beverages,18.0,Eaches,0.118504
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-28,Other Beverages,11.0,Eaches,0.071703
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-29,Other Beverages,16.0,Eaches,0.105038
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-30,Other Beverages,21.0,Eaches,0.136673
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-03-31,Other Beverages,8.0,Eaches,0.051669
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-01,Other Beverages,7.0,Eaches,0.048335
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-02,Other Beverages,12.0,Eaches,0.081736
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-03,Blended Drinks,10.0,Eaches,0.06667000000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-04,Other Beverages,14.0,Eaches,0.09337100000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-05,Other Beverages,26.0,Eaches,0.168473
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-06,Other Beverages,26.0,Eaches,0.178404
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-07,Other Beverages,10.0,Eaches,0.063402
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-08,Other Beverages,14.0,Eaches,0.091769
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-09,Other Beverages,14.0,Eaches,0.091769
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-10,Other Beverages,13.0,Eaches,0.085037
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-11,Other Beverages,8.0,Eaches,0.055035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-12,Other Beverages,16.0,Eaches,0.10337
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-13,Other Beverages,14.0,Eaches,0.095003
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-14,Other Beverages,8.0,Eaches,0.051669
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-15,Espresso Drinks,5.0,Eaches,0.033335000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-16,Other Beverages,7.0,Eaches,0.046702
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-17,Espresso Drinks,6.0,Eaches,0.040002
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-18,Espresso Drinks,13.0,Eaches,0.086671
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-19,Other Beverages,10.0,Eaches,0.065003
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-20,Other Beverages,5.0,Eaches,0.033335000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-21,Other Beverages,9.0,Eaches,0.060036
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-22,Other Beverages,7.0,Eaches,0.046702
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-23,Other Beverages,15.0,Eaches,0.098371
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-24,Other Beverages,12.0,Eaches,0.07513500000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-25,Other Beverages,17.0,Eaches,0.11350400000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-26,Other Beverages,19.0,Eaches,0.123404
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-27,Other Beverages,16.0,Eaches,0.10507
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-28,Other Beverages,9.0,Eaches,0.056702
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-29,Other Beverages,8.0,Eaches,0.053369
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-04-30,Other Beverages,12.0,Eaches,0.078337
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-01,Other Beverages,6.0,Eaches,0.040035
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-02,Other Beverages,6.0,Eaches,0.038335
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-03,Other Beverages,14.0,Eaches,0.091671
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-04,Other Beverages,12.0,Eaches,0.07670300000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-05,Other Beverages,7.0,Eaches,0.045068000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-06,Other Beverages,8.0,Eaches,0.053369
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-07,Other Beverages,14.0,Eaches,0.091671
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-08,Other Beverages,10.0,Eaches,0.066703
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-09,Other Beverages,16.0,Eaches,0.10347
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-10,Other Beverages,13.0,Eaches,0.08673700000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-11,Other Beverages,10.0,Eaches,0.06336900000000001
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-12,Espresso Drinks,6.0,Eaches,0.040002
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-13,Other Beverages,12.0,Eaches,0.076736
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-14,Espresso Drinks,8.0,Eaches,0.053336
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-15,Other Beverages,11.0,Eaches,0.07337
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-16,Other Beverages,9.0,Eaches,0.060069000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-17,Blended Drinks,12.0,Eaches,0.080004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-18,Other Beverages,13.0,Eaches,0.083469
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-19,Other Beverages,9.0,Eaches,0.060069000000000004
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-20,Other Beverages,15.0,Eaches,0.101671
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-21,Other Beverages,11.0,Eaches,0.071636
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-22,Other Beverages,8.0,Eaches,0.051669
Simple Syrups - Chocolate - 1L Bottle - Case of 6,2025-05-23,Espresso Drinks,14.0,Eaches,0.093338
